36,8,1.003234e+00,6.118655e-03,3.045029,1024
36,8,1.000202e+00,3.834278e-04,93.715409,16384
36,8,1.181660e+00,3.208491e-01,1.212968,16
36,8,1.001618e+00,3.063645e-03,3.907036,2048
72,8,1.003234e+00,6.118655e-03,4.062039,1024
72,8,1.000202e+00,3.834278e-04,49.933029,16384
72,8,1.181660e+00,3.208491e-01,0.984197,16
72,8,1.001618e+00,3.063645e-03,5.705345,2048
72,8,1.012868e+00,2.426724e-02,3.618702,256
72,8,1.097642e+00,1.785441e-01,1.197574,32
72,8,1.000809e+00,1.532902e-03,8.169330,4096
72,8,1.006456e+00,1.220276e-02,3.610355,512
36,8,1.012868e+00,2.426724e-02,1.392981,256
72,8,1.050374e+00,9.374031e-02,3.737986,64
72,8,1.000405e+00,7.667206e-04,16.136199,8192
36,8,1.097642e+00,1.785441e-01,1.330465,32
36,8,1.000809e+00,1.532901e-03,7.759986,4096
36,8,1.006456e+00,1.220276e-02,1.329465,512
36,8,1.050374e+00,9.374031e-02,1.351995,64
36,8,1.000405e+00,7.667206e-04,25.342116,8192
